week_start,plant_id,raw_material_id,required_quantity,supplier_id,supplier_name,unit_cost,lead_time_days,supplier_score,purchase_quantity,purchase_cost
2025-07-21,P03,RM007,3500.0,S020,QuickCarton,8.6,4,0.65,3500,30100.0
2025-07-28,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-08-04,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-08-11,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-08-18,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-08-25,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-09-01,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-09-08,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-09-15,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-09-22,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-09-29,P03,RM007,2500.0,S020,QuickCarton,8.6,4,0.65,2500,21500.0
2025-10-06,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-10-13,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-10-20,P03,RM007,3500.0,S020,QuickCarton,8.6,4,0.65,3500,30100.0
2025-10-27,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-11-03,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-11-10,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-11-17,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-11-24,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-12-01,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-12-08,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-12-15,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-12-22,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-12-29,P03,RM007,2000.0,S020,QuickCarton,8.6,4,0.65,2000,17200.0
2025-06-30,P03,RM008,100.0,S023,FastFilm,2.2,4,0.65,100,220.00000000000003
2025-07-07,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-07-14,P03,RM008,400.0,S023,FastFilm,2.2,4,0.65,400,880.0000000000001
2025-07-21,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-07-28,P03,RM008,400.0,S023,FastFilm,2.2,4,0.65,400,880.0000000000001
2025-08-04,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-08-11,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-08-18,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-08-25,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-09-01,P03,RM008,400.0,S023,FastFilm,2.2,4,0.65,400,880.0000000000001
2025-09-08,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-09-15,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-09-22,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-09-29,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-10-06,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-10-13,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-10-20,P03,RM008,400.0,S023,FastFilm,2.2,4,0.65,400,880.0000000000001
2025-10-27,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-11-03,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-11-10,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-11-17,P03,RM008,400.0,S023,FastFilm,2.2,4,0.65,400,880.0000000000001
2025-11-24,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-12-01,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-12-08,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-12-15,P03,RM008,300.0,S023,FastFilm,2.2,4,0.65,300,660.0
2025-12-22,P03,RM008,400.0,S023,FastFilm,2.2,4,0.65,400,880.0000000000001
2025-12-29,P03,RM008,100.0,S023,FastFilm,2.2,4,0.65,100,220.00000000000003
